stateus,serial,statefip,ftotinc,momloc,parrule,edattan,edattand,yrschl,educus,pernum,momrule,sploc,nchild,age,sex,race,marst,agemarr,marrno,chborn,marrqtr,bpl,hispan,school,higrade,classwkr,wkswork1,uhrswork,incwage,poverty,incbus,incwelfr,widow,birthqtr,qage,qbirthmo,qbpl,qchborn,qeduc,qincbus,qincwage,qsex,quhrswor,qwkswork,birthfrac,age_qtr,r_black,hisp,r_oth,wkpay_lyr,incwage_orig,ftotinc_orig,nonwinc,ftotinc_temp,nonwinc_temp,l_ftotinc,l_nonwinc,age1,sex1,birthqtr1,qage1,qbirthmo1,qsex1,age_qtr1,age2,sex2,birthqtr2,qage2,qbirthmo2,qsex2,age_qtr2,age3,sex3,birthqtr3,qage3,qbirthmo3,qsex3,age_qtr3,age4,sex4,birthqtr4,qage4,qbirthmo4,qsex4,age_qtr4,age5,sex5,birthqtr5,qage5,qbirthmo5,qsex5,age_qtr5,age6,sex6,birthqtr6,qage6,qbirthmo6,qsex6,age_qtr6,age7,sex7,birthqtr7,qage7,qbirthmo7,qsex7,age_qtr7,age8,sex8,birthqtr8,qage8,qbirthmo8,qsex8,age_qtr8,age9,sex9,birthqtr9,qage9,qbirthmo9,qsex9,age_qtr9,age10,sex10,birthqtr10,qage10,qbirthmo10,qsex10,age_qtr10,age11,sex11,birthqtr11,qage11,qbirthmo11,qsex11,age_qtr11,age12,sex12,birthqtr12,qage12,qbirthmo12,qsex12,age_qtr12,age13,sex13,birthqtr13,qage13,qbirthmo13,qsex13,age_qtr13,age14,sex14,birthqtr14,qage14,qbirthmo14,qsex14,age_qtr14,age15,sex15,birthqtr15,qage15,qbirthmo15,qsex15,age_qtr15,age16,sex16,birthqtr16,qage16,qbirthmo16,qsex16,age_qtr16,age17,sex17,birthqtr17,qage17,qbirthmo17,qsex17,age_qtr17,ftotinc_father,age_father,sex_father,wkswork1_father,uhrswork_father,incwage_father,birthqtr_father,qage_father,qbirthmo_father,qsex_father,age_qtr_father,r_black_father,hisp_father,r_oth_father,wkpay_lyr_father,l_ftotinc_father,l_nonwinc_father,_father_merge,chborn_orig,age_21_35,age_36_50,count_child,cnum_2,cnum_mt2,cnum_mte2,cnum_mte2_test,age_oldest,age_youngest,age_oldest_qtr,f_boy,s_boy,twoboys,twogirls,samesex,twins,age_fbirth,age_fbirth_father,coll,l_incwage,l_wkswork1
17,1324833,17,91775.86778088,0,0,4,400,16,814,2,0,1,2,2.0426666666666655,2,1,1,20,1,2,3,1700,0,1,190,3,52,40,21002.23140777,501,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,32.5,0,0,0,1,10005,43720,70773.63637311,91775.86778088,70773.63637311,11.427104663846128,11.167241842724335,9,1,2,0,0,0,9.5,5,1,4,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91775.86778088,36,1,52,45,41993.96694777,3,0,0,0,36.25,0,0,0,1,11.427104663846128,10.815406759867336,3,3,1,0,2,1,0,1,1,9,5,9.5,1,1,1,0,1,0,2.456666666666667,26,1,9.952383968573487,3.9512437185814275
9,774304,9,51450.74380854,0,0,4,400,16,814,2,0,1,2,1.0426666666666655,2,1,1,22,1,2,4,43800,4,1,190,0,0,0,0,331,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,24510,51450.74380854,51450.74380854,51450.74380854,10.848380198077813,10.848380198077813,6,2,2,0,0,0,6.5,5,1,3,0,0,0,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51450.74380854,38,1,52,40,48291.48760977,4,0,0,0,38,0,1,0,1,10.848380198077813,8.058091898738628,3,3,1,0,2,1,0,1,1,6,5,6.5,0,1,0,0,0,0,3.456666666666667,31,1,0,0
40,3477320,40,54610.00000731,0,0,3,311,12,700,2,0,1,2,3.0426666666666655,2,1,1,19,1,2,1,4000,0,1,150,3,10,40,1270.00000017,352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,33.75,0,0,0,1,605,26015,53340.00000714,54610.00000731,53340.00000714,10.907972295280057,10.884441797869863,13,1,4,0,0,0,13,9,1,3,0,0,0,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54610.00000731,35,1,52,40,52489.83471777,2,0,0,0,35.5,0,0,0,1,10.907972295280057,7.659249331390961,3,3,1,0,2,1,0,1,1,13,9,13,1,1,1,0,1,0,-0.543333333333333,22,0,7.146772179586495,2.302585092994046
42,3600853,42,35276.611574970004,0,0,3,311,12,700,2,0,1,2,1.0426666666666655,2,1,1,14,1,2,1,4100,0,1,150,3,50,40,11555.95041477,227,0,0,0,2,0,0,3,1,2,2,2,0,1,2,0.5,31.5,0,0,0,1,5505,16805,23720.661160200005,35276.611574970004,23720.661160200005,10.47097546171486,10.074101726256085,10,1,3,0,0,0,10.25,8,1,1,0,0,0,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35276.611574970004,38,1,52,40,18567.19008513,2,0,0,0,38.5,0,0,0,1,10.47097546171486,9.723728000394082,3,3,1,0,2,1,0,1,1,10,8,10.25,1,1,1,0,1,0,0.456666666666667,28,0,9.354955770712435,3.912023005428146
6,431119,6,54589.00827177,0,0,3,311,12,700,2,0,1,3,-2.9573333333333345,2,1,1,20,1,3,4,50000,3,1,150,0,0,0,0,299,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,26005,54589.00827177,54589.00827177,54589.00827177,10.907587827762827,10.907587827762827,5,2,4,0,0,0,5,3,2,4,0,0,0,3,0,2,2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54589.00827177,29,1,52,48,54589.00827177,1,0,0,0,29.75,0,1,0,1,10.907587827762827,0,3,4,1,0,3,0,1,1,1,5,0,5,0,0,0,1,1,0,1.456666666666667,24,0,0,0
29,2337260,29,16310.57851458,0,0,3,311,12,700,2,0,1,2,5.0426666666666655,2,1,1,19,1,2,3,2900,0,1,150,3,52,40,1605.8677688100001,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,35.75,0,0,0,1,765,7770,14704.71074577,16310.57851458,14704.71074577,9.699569164917348,9.59592318032676,13,2,2,0,0,0,13.5,9,1,2,0,0,0,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16310.57851458,37,1,52,40,14704.71074577,2,0,0,0,37.5,0,0,0,1,9.699569164917348,7.381419555382189,3,3,1,0,2,1,0,1,1,13,9,13.5,0,1,0,0,0,0,1.456666666666667,24,0,7.381419555382189,3.9512437185814275
40,3505456,40,20750.33058129,0,0,3,311,12,700,1,0,0,2,-2.9573333333333345,2,1,4,16,2,2,4,600,0,1,150,3,52,40,20750.33058129,168,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0.25,27.25,0,0,0,1,9885,9885,0,20750.33058129,1,9.94031745716037,0,10,1,3,0,0,0,10.25,6,1,2,0,0,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,10,6,10.25,1,1,1,0,1,0,-3.543333333333333,NA,0,9.94031745716037,3.9512437185814275
41,3590392,41,42844.13223714,0,0,2,221,9,400,2,0,1,2,1.0426666666666655,2,1,1,18,1,2,3,4100,0,1,120,0,0,0,0,276,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,31.25,0,0,0,0,0,20410,42844.13223714,42844.13223714,42844.13223714,10.665323977359543,10.665323977359543,12,2,2,0,0,0,12.5,10,1,3,0,0,0,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42844.13223714,35,1,52,43,41993.96694777,2,0,0,0,35.5,0,0,0,1,10.665323977359543,6.745430788662194,3,3,1,0,2,1,0,1,1,12,10,12.5,0,1,0,0,0,0,-2.543333333333333,23,0,0,0
26,2188942,26,25116.61157361,0,0,2,221,10,500,2,0,1,2,-1.9573333333333345,2,3,1,18,1,2,1,100,0,1,131,0,0,0,0,162,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,28.25,1,0,0,0,0,11965,25116.61157361,25116.61157361,25116.61157361,10.131284721898128,10.131284721898128,9,2,3,0,0,0,9.25,7,1,1,0,0,0,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25116.61157361,34,1,52,40,25116.61157361,2,0,0,0,34.5,1,0,0,1,10.131284721898128,0,3,3,1,0,2,1,0,1,1,9,7,9.25,0,1,0,0,0,0,-1.543333333333333,25,0,0,0
20,1648796,20,43893.71901414,0,0,3,311,12,700,2,0,1,3,2.0426666666666655,2,1,1,17,1,3,2,2000,0,1,150,3,20,20,2172.64462839,240,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,32.25,0,0,0,1,1035,20910,41721.07438575,43893.71901414,41721.07438575,10.689526513978333,10.638761661078187,14,2,1,0,0,0,14.75,10,1,3,0,0,0,10.25,3,1,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43893.71901414,35,1,50,42,41721.07438575,2,0,0,0,35.5,0,0,0,1,10.689526513978333,7.683700427255124,3,4,1,0,3,0,1,1,1,14,3,14.75,0,1,0,0,0,0,-3.543333333333333,20,0,7.683700427255123,2.995732273553991
48,4249833,48,19259.917357950002,0,0,3,311,12,700,2,0,1,3,4.0426666666666655,2,1,1,18,2,3,3,4000,0,1,150,3,0,0,0,105,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.75,34.75,0,0,0,0,0,9175,19259.917357950002,19259.917357950002,19259.917357950002,9.865781394478425,9.865781394478425,13,1,1,0,0,0,13.75,8,2,2,0,0,0,8.5,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19259.917357950002,23,1,45,40,11765.86777017,4,0,0,0,23,0,0,0,1,9.865781394478425,8.921864596329339,3,4,1,0,3,0,1,1,1,13,0,13.75,1,0,0,0,0,0,0.456666666666667,9,0,0,0
8,698191,8,13655.12396877,0,0,1,120,5,301,2,0,1,2,-0.9573333333333345,2,13,1,16,1,2,2,4800,1,1,80,0,0,0,0,88,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,29.25,0,1,0,0,0,6505,13655.12396877,13655.12396877,13655.12396877,9.52187011250226,9.52187011250226,10,2,4,0,0,0,10,5,2,1,0,0,0,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13655.12396877,38,1,52,77,13655.12396877,1,0,0,0,38.75,0,1,0,1,9.52187011250226,0,3,3,1,0,2,1,0,1,1,10,5,10,0,0,0,1,1,0,-1.543333333333333,28,0,0,0
48,4293608,48,57538.34711514,0,0,3,311,12,700,2,0,1,2,-0.9573333333333345,2,1,1,20,1,2,1,4800,0,1,150,0,0,0,0,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,29.75,0,0,0,0,0,27410,57538.34711514,57538.34711514,57538.34711514,10.960206910852484,10.960206910852484,5,2,3,0,0,0,5.25,2,1,2,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57538.34711514,30,1,52,40,56688.18182577,2,0,0,0,30.5,0,0,0,1,10.960206910852484,6.745430788662194,3,3,1,0,2,1,0,1,1,5,2,5.25,0,1,0,0,0,0,3.456666666666667,25,0,0,0
8,716317,8,36651.57025284,0,0,3,311,12,700,1,0,0,2,1.0426666666666655,2,1,3,20,1,2,1,5100,0,1,150,3,52,53,21002.23140777,236,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,31,0,0,0,1,10005,17460,15649.33884507,36651.57025284,15649.33884507,10.509211550949248,9.658183948754493,8,1,4,0,0,0,8,6,2,2,0,0,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,2,1,0,1,1,8,6,8,1,0,0,0,0,0,2.456666666666667,NA,0,9.952383968573487,3.9512437185814275
6,342976,6,20487.93388704,0,0,2,212,7,303,2,0,1,3,1.0426666666666655,2,2,1,31,1,3,4,20000,1,1,100,3,10,40,3054.29752107,112,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,1,1455,9760,17433.63636597,20487.93388704,17433.63636597,9.927591400962791,9.76615674360305,9,1,2,0,0,0,9.5,7,1,2,0,0,0,7.5,2,2,2,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20487.93388704,39,1,26,50,12395.61983637,1,0,0,0,39.75,0,1,0,1,9.927591400962791,8.998670007553084,3,4,1,0,3,0,1,1,1,9,2,9.5,1,1,1,0,1,0,0.456666666666667,30,0,8.024304901161246,2.302585092994046
39,3467744,39,30459.00826854,0,0,3,311,12,700,2,0,1,2,0.04266666666666552,2,1,1,18,2,2,4,3900,0,1,150,1,0,0,0,196,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,14510,30459.00826854,30459.00826854,30459.00826854,10.324137067433888,10.324137067433888,11,1,4,0,0,0,11,7,2,4,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30459.00826854,43,1,52,40,24990.66116037,1,0,0,0,43.75,0,0,0,1,10.324137067433888,8.606731675743122,3,3,1,0,2,1,0,1,1,11,7,11,1,0,0,0,0,0,-1.543333333333333,32,0,0,0
22,1792307,22,52489.83471777,0,0,4,400,16,814,2,0,1,2,3.0426666666666655,2,1,1,25,1,2,1,3500,0,1,190,0,0,0,0,338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,33.75,0,0,0,0,0,25005,52489.83471777,52489.83471777,52489.83471777,10.868374805408658,10.868374805408658,5,2,3,0,0,0,5.25,3,2,3,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52489.83471777,31,1,52,40,52489.83471777,1,0,0,0,31.75,0,0,0,1,10.868374805408658,0,3,3,1,0,2,1,0,1,1,5,3,5.25,0,0,0,1,1,0,7.456666666666667,26,1,0,0
39,3256598,39,66942.64463706,0,0,3,312,13,811,2,0,1,2,1.0426666666666655,2,1,1,20,1,2,3,3600,0,2,162,3,1,55,178.42975209,431,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0.25,31.25,0,0,0,1,85,31890,66764.21488497,66942.64463706,66764.21488497,11.111591481559756,11.108922510668558,8,1,4,0,0,0,8,5,1,2,0,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66942.64463706,35,1,52,55,66764.21488497,4,0,0,0,35,0,0,0,1,11.111591481559756,5.18419497804597,3,3,1,0,2,1,0,1,1,8,5,8,1,1,1,0,1,0,2.456666666666667,27,1,5.18419497804597,0
55,4620753,55,73607.52067101,0,0,4,400,18,816,2,0,1,2,5.0426666666666655,2,1,1,23,2,2,1,45310,0,1,210,5,52,32,31498.09917777,474,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,15005,35065,42109.42149324001,73607.52067101,42109.42149324001,11.206502482526664,10.64802678307158,4,1,1,0,0,0,4.75,1,2,2,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73607.52067101,32,1,52,40,41993.96694777,3,0,0,0,32.25,0,0,0,1,11.206502482526664,10.36134122290954,3,3,1,0,2,1,0,1,1,4,1,4.75,1,0,0,0,0,0,9.456666666666667,27,1,10.357682479430121,3.9512437185814275
40,3480786,40,10558.84297662,0,0,4,400,17,815,2,0,1,3,-1.9573333333333345,2,4,1,21,1,3,2,4000,0,1,200,3,0,0,0,58,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,5030,10558.84297662,10558.84297662,10558.84297662,9.26471898464944,9.26471898464944,4,2,2,0,0,0,4.5,4,1,2,0,0,0,4.5,1,1,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10558.84297662,28,1,52,83,10506.36363777,4,0,0,0,28,0,0,0,1,9.26471898464944,3.9604195464238585,3,4,1,0,3,0,1,1,1,4,1,4.5,0,1,0,0,0,0,2.456666666666667,23,1,0,0
